,company_name,ratings,company_type,location,other_loc
4533,Centillion Solutions and Services,3.9,IT Services & Consulting, New Delhi ,70 other locations
4534,Clarion Technologies,3.7,IT Services & Consulting, New Delhi ,8 other locations
4535,Systopic Laboratories,4.4,Pharma, New Delhi ,51 other locations
4536,Bajel Projects,4.2,Engineering & Construction, New Delhi ,43 other locations
4537,Citylife Retail,3.9,Retail, New Delhi ,47 other locations
4538,R-Logic Technology Services,4.1,IT Services & Consulting, New Delhi ,8 other locations
4539,Expeditors International,3.8,Logistics, New Delhi ,22 other locations
4540,CIGNEX,3.8,IT Services & Consulting, New Delhi ,11 other locations
4541,Kiran Foreign Trade,2.9,Software Product, New Delhi ,10 other locations
4542,Revolt Motors,3.3,Internet, New Delhi ,22 other locations
4543,Krishi Rasayan Exports,3.9,Import & Export, New Delhi ,39 other locations
4544,Jabsons Foods,4.1,Food Processing, New Delhi ,32 other locations
4545,Jagran New Media,3.4,Internet, New Delhi ,8 other locations
4546,Tirupati Medicare,4.4,Pharma, New Delhi ,14 other locations
4547,Roots Multiclean,4.0,Industrial Machinery, New Delhi ,27 other locations
4548,Gennova Biopharmaceuticals,4.3,Pharma, New Delhi ,9 other locations
4549,Hi-Tech,3.6,Education & Training, New Delhi ,57 other locations
4550,Tecumseh Products,3.4,Industrial Machinery, New Delhi ,8 other locations
4551,inMorphis Services,4.0,IT Services & Consulting, New Delhi ,7 other locations
4552,Psychotropics India,3.9,Pharma, New Delhi ,17 other locations
4553,Emiza Supply Chain Services Private Limited,3.5,Logistics, New Delhi ,19 other locations
4554,CDM Smith,3.6,Engineering & Construction, New Delhi ,27 other locations
4555,S.R.Batliboi & Co.,3.0,Accounting & Auditing, New Delhi ,15 other locations
4556,Ester Industries,3.9,Petrochemicals, New Delhi ,11 other locations
4557,Toto India Industries,3.8,Building Material, New Delhi ,15 other locations
4558,FedServ,3.6,Banking, New Delhi ,22 other locations
4559,Iron Systems,3.3,Hardware & Networking, New Delhi ,11 other locations
4560,Tm Automotive Seating Systems,3.5,Auto Components, New Delhi ,13 other locations
4561,EarlySalary Services,3.6,FinTech, New Delhi ,12 other locations
4562,Government of Bihar,3.4,Government, New Delhi ,33 other locations
4563,Monnet Group,4.5,Metals & Mining, New Delhi ,18 other locations
4564,Param Renewable Energy,3.9,Power, New Delhi ,38 other locations
4565,Infojini,3.1,IT Services & Consulting, New Delhi ,11 other locations
4566,International Travel House,4.0,Hospitality, New Delhi ,20 other locations
4567,Liebherr Appliances India,3.9,Industrial Machinery, New Delhi ,32 other locations
4568,Ginni Filaments,4.0,Fashion & Textile, New Delhi ,15 other locations
4569,In2IT Technologies,3.4,IT Services & Consulting, New Delhi ,15 other locations
4570,Vensure Employer Services,3.9,Recruitment, New Delhi ,4 other locations
4571,The Souled Store,3.2,Fashion & Textile, New Delhi ,18 other locations
4572,Oswal Castings,3.6,Metals & Mining, New Delhi ,9 other locations
4573,Connectwell Industries,3.7,Electronics Manufacturing, New Delhi ,13 other locations
4574,Azure Hospitality,4.1,Hospitality, New Delhi ,13 other locations
4575,Cogniter Technologies,3.4,IT Services & Consulting, New Delhi ,21 other locations
4576,CETPA InfoTech,3.7,IT Services & Consulting, New Delhi ,10 other locations
4577,Linux Laboratories,3.6,Pharma, New Delhi ,34 other locations
4578,Hubergroup,3.9,Chemicals, New Delhi ,13 other locations
4579,Zydus Pharma,3.7,Pharma, New Delhi ,40 other locations
4580,NIMS University,2.8,Education & Training, New Delhi ,14 other locations
4581,Navigators Software,4.1,IT Services & Consulting, New Delhi ,3 other locations
4582,ASK-EHS Engineering & Consultants,3.5,Engineering & Construction, New Delhi ,31 other locations
4583,Ruby General Hospital,3.2,Healthcare, New Delhi ,6 other locations
4584,Massive Restaurants,3.8,Hospitality, New Delhi ,18 other locations
4585,JK Agri Genetics,3.5,Biotechnology, New Delhi ,51 other locations
4586,Nandi Toyota,3.7,Automobile, New Delhi ,6 other locations
4587,Kifs Housing Finance,3.6,Financial Services, New Delhi ,69 other locations
4588,Alp Nishikawa,4.1,Auto Components, New Delhi ,11 other locations
4589,Tata Asset Management Private Limited,3.8,Financial Services, New Delhi ,50 other locations
4590,Ami Polymer,3.6,Medical Equipment, New Delhi ,13 other locations
4591,India Post Payments Bank,4.2,Government, New Delhi ,85 other locations
4592,Excel Industries,3.9,Agro Chemicals, New Delhi ,24 other locations
4593,Illusion Dental Laboratory,3.3,Medical Equipment, New Delhi ,27 other locations
4594,Sterling and Wilson Renewable Energy,4.2,Power, New Delhi ,30 other locations
4595,Li & Fung,3.9,Electrical Equipment, New Delhi ,12 other locations
4596,ARC Document Solutions,2.7,Printing & Publishing, New Delhi ,4 other locations
4597,PS Group,3.6,Real Estate, New Delhi ,9 other locations
4598,World Health Organization,3.9,Government, New Delhi ,84 other locations
4599,Monocept,3.3,Software Product, New Delhi ,5 other locations
4600,BookMyShow,3.7,Internet, New Delhi ,13 other locations
4601,Celon Laboratories,3.3,Pharma, New Delhi ,24 other locations
4602,L&T Infrastructure Development Projects,3.9,Engineering & Construction, New Delhi ,40 other locations
4603,Lumiq,3.3,IT Services & Consulting, New Delhi ,4 other locations
4604,DB Engineering & Consulting,4.2,Engineering & Construction, New Delhi ,12 other locations
4605,Fortune Marketing,3.7,Hardware & Networking, New Delhi ,30 other locations
4606,Gulf Asia Contracting,3.3,Engineering & Construction, New Delhi ,21 other locations
4607,Eagle Infra,4.1,Engineering & Construction, New Delhi ,46 other locations
4608,Eurofins Scientific,3.2,Biotechnology, New Delhi ,20 other locations
4609,Techmagnate,4.2,Marketing & Advertising, New Delhi ,5 other locations
4610,Teleminds Infotech,2.7,BPO, New Delhi ,2 other locations
4611,Mentorsity,4.4,EdTech, New Delhi ,11 other locations
4612,Modern Automotives,3.8,Auto Components, New Delhi ,21 other locations
4613,Edunext Technologies,3.4,EdTech, New Delhi ,12 other locations
4614,PEARCE SERVICES,3.2,Telecom, New Delhi ,11 other locations
4615,Cloudstrats Technologies,3.1,IT Services & Consulting, New Delhi ,12 other locations
4616,Cheema Boilers,4.3,Industrial Machinery, New Delhi ,13 other locations
4617,SmartWorld Developers,4.2,Real Estate, New Delhi ,3 other locations
4618,Acma Computers,3.2,IT Services & Consulting, New Delhi ,18 other locations
4619,Object Technology Solutions,3.8,IT Services & Consulting, New Delhi ,11 other locations
4620,Mantra Softech,3.9,IT Services & Consulting, New Delhi ,23 other locations
4621,INFRES METHODEX,3.1,Industrial Automation, New Delhi ,40 other locations
4622,House Of Diagnostics,4.2,Healthcare, New Delhi ,4 other locations
4623,Dew Solutions,3.6,IT Services & Consulting, New Delhi ,11 other locations
4624,Hindustan Media Ventures,3.8,Printing & Publishing, New Delhi ,31 other locations
4625,PC Financial Services,3.9,Financial Services, New Delhi ,4 other locations
4626,Simpa Energy,4.6,Power, New Delhi ,32 other locations
4627,Prione Business Services,4.4,Retail, New Delhi ,25 other locations
4628,Sistema Shyam Teleservices,4.9,Telecom, New Delhi ,43 other locations
4629,Incrementors Web Solutions,3.9,Financial Services, New Delhi ,3 other locations
4630,Mitsubishi Power India,4.4,Industrial Machinery, New Delhi ,15 other locations
4631,Fermenta Biotech,4.3,Biotechnology, New Delhi ,13 other locations
4632,Integrated Resources,3.8,Recruitment, New Delhi ,7 other locations
4633,Biesse Manufacturing,3.6,Architecture & Interior Design, New Delhi ,8 other locations
4634,CivilMantra Infracon Private Limited,4.0,Engineering & Construction, New Delhi ,4 other locations
4635,Oxyzo Financial Services,3.3,Financial Services, New Delhi ,26 other locations
4636,Hogarth Worldwide,3.4,Marketing & Advertising, New Delhi ,7 other locations
4637,Emirates NBD,3.0,Banking, New Delhi ,13 other locations
4638,Philip Morris International,4.3,FMCG, New Delhi ,41 other locations
4639,KerryIndev Logistics,3.8,Logistics, New Delhi ,31 other locations
4640,CPC Diagnostics,3.8,Medical Equipment, New Delhi ,28 other locations
4641,Dmi Housing Finance,4.0,Financial Services, New Delhi ,38 other locations
4642,APOLLO POWER SYSTEMS,3.9,Electrical Equipment, New Delhi ,9 other locations
4643,Accutest Research Laboratories,3.2,Clinical Research, New Delhi ,7 other locations
4644,Txd (india) Technology,4.2,Electronics Manufacturing, New Delhi ,12 other locations
4645,Childline India Foundation,4.3,Non-Profit, New Delhi ,66 other locations
4646,AB Mauri India,4.0,Food Processing, New Delhi ,32 other locations
4647,Oxford University Press,3.3,Printing & Publishing, New Delhi ,28 other locations
4648,Futurism Technologies,3.6,IT Services & Consulting, New Delhi ,3 other locations
4649,Maksat Technologies,3.3,Telecom, New Delhi ,36 other locations
4650,Source One Management Services,3.6,IT Services & Consulting, New Delhi ,11 other locations
4651,Vegrow,3.8,Internet, New Delhi ,25 other locations
4652,Samsung Semiconductor,3.1,Semiconductors, New Delhi ,7 other locations
4653,A2Z Infraservices,3.9,Facility Management Services, New Delhi ,22 other locations
4654,Eglo India,3.4,Architecture & Interior Design, New Delhi ,9 other locations
4655,Feedback Energy Distribution Company,3.5,Power, New Delhi ,33 other locations
4656,Virbac Animal Health,4.0,Pharma, New Delhi ,57 other locations
4657,Flowmore,3.5,Industrial Machinery, New Delhi ,17 other locations
4658,SILA Group (India),3.6,Internet, New Delhi ,20 other locations
4659,Open Financial Technologies Private Limited,3.1,FinTech, New Delhi ,12 other locations
4660,Toyo INK,4.2,Chemicals, New Delhi ,14 other locations
4661,Maschio Gaspardo,3.8,Industrial Machinery, New Delhi ,27 other locations
4662,Krystal Integrated Services Limited,4.1,Facility Management Services, New Delhi ,24 other locations
4663,Jeena & Company,3.5,Logistics, New Delhi ,24 other locations
4664,MKU,3.0,Defence & Aerospace, New Delhi ,10 other locations
4665,Soch Apparels,4.4,Fashion & Textile, New Delhi ,40 other locations
4666,C-quel Management Services,4.3,Accounting & Auditing, New Delhi ,14 other locations
4667,Virinchi Technologies,3.2,IT Services & Consulting, New Delhi ,5 other locations
4668,Four Seasons Hotel,3.8,Hospitality, New Delhi ,20 other locations
4669,Bajaj Markets,3.0,FinTech, New Delhi ,17 other locations
4670,Apollo Telehealth Services,4.0,Healthcare, New Delhi ,39 other locations
4671,Sequretek It Solutions,3.4,Emerging Technologies, New Delhi ,10 other locations
4672,Sims Hospital,3.9,Healthcare, New Delhi ,17 other locations
4673,Invenio Business Solutions,3.4,IT Services & Consulting, New Delhi ,6 other locations
4674,Meritto,3.4,Internet, New Delhi ,11 other locations
4675,CENTRUM HOUSING FINANCE,3.9,Financial Services, New Delhi ,65 other locations
4676,NRP Projects,4.2,Engineering & Construction, New Delhi ,27 other locations
4677,Burman Hospitality,3.8,Hospitality, New Delhi ,26 other locations
4678,Ubique Systems,3.8,Recruitment, New Delhi ,11 other locations
4679,Ducat,3.4,Education & Training, New Delhi ,12 other locations
4680,Apollo Spectra Hospitals,4.4,Healthcare, New Delhi ,20 other locations
4681,Aarav Global Products & Services Private Limited,2.4,IT Services & Consulting, New Delhi ,8 other locations
4682,Brnd.Me,3.7,Internet, New Delhi ,12 other locations
4683,Kundan Group,3.2,Jewellery, New Delhi ,21 other locations
4684,PPMS Field Marketing,3.9,Marketing & Advertising, New Delhi ,34 other locations
4685,Danblock Brakes,3.9,Industrial Machinery, New Delhi ,8 other locations
4686,Salasar Techno Engineering,4.2,Iron & Steel, New Delhi ,25 other locations
4687,Wepsol,3.5,IT Services & Consulting, New Delhi ,21 other locations
4688,United Nations Development Programme,4.1,Non-Profit, New Delhi ,57 other locations
4689,Jubilant Industries,3.9,Agro Chemicals, New Delhi ,36 other locations
4690,Birla Cellulose,3.5,Pulp & Paper, New Delhi ,15 other locations
4691,Jai Kisan,3.1,Internet, New Delhi ,31 other locations
4692,Ambuja Cement Foundation,3.8,Non-Profit, New Delhi ,62 other locations
4693,IFB Agro Industries,4.0,Beverage, New Delhi ,31 other locations
4694,Indus Motors,4.0,Automobile, New Delhi ,32 other locations
4695,Dr. Willmar Schwabe India,4.0,Healthcare, New Delhi ,28 other locations
4696,Target Engineering Construction Company,4.0,Engineering & Construction, New Delhi ,16 other locations
4697,GE Transportation,4.3,Industrial Machinery, New Delhi ,12 other locations
4698,Gokul Agro Resources,3.8,FMCG, New Delhi ,17 other locations
4699,Miraj Group,4.1,Printing & Publishing, New Delhi ,26 other locations
4700,Tech Mahindra Foundation,4.1,Non-Profit, New Delhi ,23 other locations
4701,NMTronics India Private Limited,3.2,Electronics Manufacturing, New Delhi ,10 other locations
4702,Impresario Entertainment & Hospitality,4.2,Travel & Tourism, New Delhi ,16 other locations
4703,Muthoot Mercantile,3.4,NBFC, New Delhi ,52 other locations
4704,The Hindu Group,3.9,Printing & Publishing, New Delhi ,19 other locations
4705,Ansal Api,3.8,Real Estate, New Delhi ,17 other locations
4706,NHPC,4.1,Power, New Delhi ,26 other locations
4707,Central Institute of Plastics Engineering & Technology,3.8,Education & Training, New Delhi ,35 other locations
4708,Jayanita Exports,3.3,Furniture & Furnishing, New Delhi ,11 other locations
4709,Amtex Systems,2.9,IT Services & Consulting, New Delhi ,7 other locations
4710,SSK Group,3.5,FMCG, New Delhi ,62 other locations
4711,RT Network Solutions,3.4,IT Services & Consulting, New Delhi ,33 other locations
4712,Capricorn Logistics,3.6,Logistics, New Delhi ,23 other locations
4713,Accurate Engineering Company,3.2,Industrial Machinery, New Delhi ,26 other locations
4714,Swelect Energy Systems,3.8,Electrical Equipment, New Delhi ,40 other locations
4715,Nippon Data Systems,3.7,IT Services & Consulting, New Delhi ,25 other locations
4716,Air India Express,3.4,Aviation, New Delhi ,24 other locations
4717,Phenix Construction Technologies,4.0,Engineering & Construction, New Delhi ,13 other locations
4718,Corrtech International,3.2,Engineering & Construction, New Delhi ,44 other locations
4719,Icl Fincorp,3.3,NBFC, New Delhi ,32 other locations
4720,Bygging India,3.9,Engineering & Construction, New Delhi ,34 other locations
4721,Inspiredge IT Solutions,3.9,IT Services & Consulting, New Delhi ,5 other locations
4722,Graygraph Technologies Private Limited,4.4,IT Services & Consulting, New Delhi ,4 other locations
4723,Zen Technologies,3.5,Defence & Aerospace, New Delhi ,8 other locations
4724,Ess Kay Group,3.6,Industrial Machinery, New Delhi ,15 other locations
4725,Oliva Skin and Hair Clinics,3.8,Healthcare, New Delhi ,11 other locations
4726,Qube Cinema Technologies,3.8,Media & Entertainment, New Delhi ,11 other locations
4727,Gameskraft,4.2,Software Product, New Delhi ,2 other locations
4728,Gates,3.9,Industrial Automation, New Delhi ,18 other locations
4729,AMBITION JOB,4.1,Recruitment, New Delhi ,27 other locations
4730,Burger Singh,3.6,Hospitality, New Delhi ,29 other locations
4731,GVK Group,3.9,Engineering & Construction, New Delhi ,37 other locations
4732,Talwalkars Better Value Fitness,4.2,Fitness & Wellness, New Delhi ,55 other locations
4733,Bambino Agro Industries,4.0,Food Processing, New Delhi ,30 other locations
4734,S kant Healthcare Ltd,4.7,Pharma, New Delhi ,8 other locations
4735,Fabtech Projects & Engineers,3.9,Engineering & Construction, New Delhi ,20 other locations
4736,MEP Infrastructure Developers,3.6,Engineering & Construction, New Delhi ,21 other locations
4737,Kapil Chit Funds,4.0,FinTech, New Delhi ,47 other locations
4738,Diksha Technologies,3.2,IT Services & Consulting, New Delhi ,6 other locations
4739,Steadfast Medishield,4.0,Pharma, New Delhi ,14 other locations
4740,CR Asia,4.1,Oil & Gas, New Delhi ,12 other locations
